image_path,label,xmin,ymin,xmax,ymax
24.jp2,candida,2411,1648,2422,1656
24.jp2,candida,2157,1648,2242,1659
24.jp2,candida,2446,1645,2458,1653
24.jp2,candida,2283,1641,2382,1658
24.jp2,candida,2092,1625,2248,1642
24.jp2,candida,2037,1624,2075,1641
24.jp2,candida,2283,1620,2403,1633
24.jp2,candida,2408,1610,2476,1634
24.jp2,candida,2493,1598,2504,1609
24.jp2,candida,2407,1591,2446,1616
24.jp2,candida,2453,1580,2465,1592
24.jp2,candida,2524,1534,2562,1593
24.jp2,candida,1733,1455,1759,1490
24.jp2,candida,2818,1429,2826,1443
24.jp2,candida,2592,1413,2689,1477
24.jp2,candida,3108,1401,3131,1429
24.jp2,candida,3193,1346,3202,1356
24.jp2,candida,3136,1326,3176,1359
24.jp2,candida,320,743,340,761
24.jp2,candida,318,589,333,631
24.jp2,candida,278,575,292,586
24.jp2,candida,378,561,404,592
24.jp2,candida,446,530,458,543
24.jp2,candida,317,527,370,586
24.jp2,candida,390,519,401,526
24.jp2,candida,429,509,441,521
24.jp2,candida,4071,299,4086,319
24.jp2,candida,4500,245,4509,254
24.jp2,candida,4382,196,4479,302
24.jp2,candida,4899,165,4908,183
24.jp2,candida,4676,144,4695,155
24.jp2,candida,4862,114,4892,158
24.jp2,candida,4788,19,4804,31
24.jp2,candida,4520,17,4537,30
24.jp2,candida,4470,0,4563,13
25.jp2,candida,3998,3254,4019,3264
25.jp2,candida,2251,3254,2276,3264
25.jp2,candida,3203,3251,3237,3264
25.jp2,candida,4703,3245,4730,3264
25.jp2,candida,3276,3241,3318,3264
25.jp2,candida,2252,3235,2272,3250
25.jp2,candida,4095,3229,4108,3242
25.jp2,candida,3489,3229,3514,3249
25.jp2,candida,1800,3226,1814,3245
25.jp2,candida,3292,3224,3488,3264
25.jp2,candida,4022,3222,4149,3264
25.jp2,candida,3199,3217,3235,3234
25.jp2,candida,4123,3215,4146,3243
25.jp2,candida,4090,3205,4106,3224
25.jp2,candida,4122,3199,4137,3207
25.jp2,candida,3526,3196,3543,3217
25.jp2,candida,4377,3193,4461,3264
25.jp2,candida,4484,3188,4546,3264
25.jp2,candida,3471,3183,3517,3225
25.jp2,candida,2183,3178,2324,3264
25.jp2,candida,4441,3177,4459,3208
25.jp2,candida,4312,3167,4354,3205
25.jp2,candida,4084,3165,4101,3197
25.jp2,candida,4107,3154,4119,3167
25.jp2,candida,3622,3154,3636,3169
25.jp2,candida,4374,3152,4383,3163
25.jp2,candida,4562,3149,4592,3194
25.jp2,candida,2124,3149,2239,3264
25.jp2,candida,1661,3145,1728,3221
25.jp2,candida,2261,3141,2268,3163
25.jp2,candida,4587,3136,4600,3147
25.jp2,candida,3196,3125,3205,3157
25.jp2,candida,3412,3120,3424,3151
25.jp2,candida,4111,3119,4141,3148
25.jp2,candida,3612,3118,3684,3200
25.jp2,candida,4474,3117,4499,3179
25.jp2,candida,3707,3117,3735,3164
25.jp2,candida,2582,3106,2604,3127
25.jp2,candida,3411,3103,3419,3116
25.jp2,candida,2284,3101,2293,3113
25.jp2,candida,4268,3099,4292,3139
25.jp2,candida,4574,3095,4588,3114
25.jp2,candida,3215,3093,3227,3134
25.jp2,candida,4163,3091,4178,3119
25.jp2,candida,1507,3091,1529,3121
25.jp2,candida,4499,3087,4507,3103
25.jp2,candida,4529,3084,4546,3122
25.jp2,candida,4397,3081,4456,3153
25.jp2,candida,4324,3076,4380,3093
25.jp2,candida,3568,3075,3579,3084
25.jp2,candida,2181,3075,2228,3136
25.jp2,candida,4474,3072,4489,3089
25.jp2,candida,4599,3069,4625,3120
25.jp2,candida,3729,3069,3766,3099
25.jp2,candida,4627,3066,4644,3079
25.jp2,candida,2301,3064,2333,3082
25.jp2,candida,2272,3057,2296,3087
25.jp2,candida,4275,3054,4355,3100
25.jp2,candida,3219,3052,3226,3069
25.jp2,candida,1262,3044,1269,3064
25.jp2,candida,3765,3036,3776,3046
25.jp2,candida,4359,3035,4409,3073
25.jp2,candida,4181,3034,4190,3061
25.jp2,candida,4509,3029,4528,3050
25.jp2,candida,4410,3029,4442,3063
25.jp2,candida,4317,3028,4356,3044
25.jp2,candida,4660,3027,4682,3051
25.jp2,candida,2386,3022,2421,3031
25.jp2,candida,3864,3017,3880,3027
25.jp2,candida,2435,3017,2450,3028
25.jp2,candida,3778,3015,3843,3075
25.jp2,candida,3698,3015,3712,3031
25.jp2,candida,4272,3012,4283,3021
25.jp2,candida,2144,3011,2175,3070
25.jp2,candida,4680,3010,4694,3024
25.jp2,candida,2240,3010,2273,3048
25.jp2,candida,3542,3002,3562,3038
25.jp2,candida,3567,2999,3719,3134
25.jp2,candida,2344,2998,2358,3009
25.jp2,candida,2316,2998,2347,3061
25.jp2,candida,3087,2996,3122,3018
25.jp2,candida,2480,2996,2565,3071
25.jp2,candida,2209,2995,2252,3046
25.jp2,candida,2373,2993,2440,3004
25.jp2,candida,3744,2992,3765,3022
25.jp2,candida,4693,2987,4715,3011
25.jp2,candida,4532,2979,4573,3043
25.jp2,candida,4429,2977,4490,3022
25.jp2,candida,3108,2976,3124,2990
25.jp2,candida,3972,2975,4009,2986
25.jp2,candida,2219,2968,2236,2982
25.jp2,candida,3893,2966,3915,2977
25.jp2,candida,3770,2962,3780,2977
25.jp2,candida,3419,2961,3434,2972
25.jp2,candida,4443,2954,4471,2971
25.jp2,candida,3993,2953,4007,2963
25.jp2,candida,3662,2953,3734,3008
25.jp2,candida,2555,2952,2595,2959
25.jp2,candida,2272,2951,2308,2991
25.jp2,candida,2348,2950,2378,2974
25.jp2,candida,3563,2949,3579,2979
25.jp2,candida,4738,2948,4752,2963
25.jp2,candida,4634,2945,4646,2957
25.jp2,candida,2412,2943,2451,2994
25.jp2,candida,2921,2939,2944,2945
25.jp2,candida,2449,2936,2548,2987
25.jp2,candida,3305,2932,3323,2946
25.jp2,candida,3485,2930,3515,2957
25.jp2,candida,4457,2925,4475,2946
25.jp2,candida,2615,2923,2782,2969
25.jp2,candida,2183,2923,2237,3003
25.jp2,candida,2557,2921,2620,2940
25.jp2,candida,3791,2918,3801,2929
25.jp2,candida,2965,2918,2988,2931
25.jp2,candida,3203,2915,3298,3042
25.jp2,candida,4435,2913,4454,2941
25.jp2,candida,2635,2912,2694,2925
25.jp2,candida,2293,2910,2344,2960
25.jp2,candida,2168,2910,2191,2933
25.jp2,candida,3001,2906,3023,2915
25.jp2,candida,3084,2901,3125,2967
25.jp2,candida,3239,2900,3274,2964
25.jp2,candida,2697,2897,2891,2940
25.jp2,candida,4133,2895,4161,2931
25.jp2,candida,4234,2894,4423,2995
25.jp2,candida,2272,2893,2304,2911
25.jp2,candida,2397,2892,2422,2928
25.jp2,candida,2362,2892,2397,2911
25.jp2,candida,3136,2887,3179,3001
25.jp2,candida,3398,2886,3439,2931
25.jp2,candida,4330,2878,4425,2922
25.jp2,candida,4578,2874,4617,2955
25.jp2,candida,3324,2874,3393,2923
25.jp2,candida,3308,2869,3321,2895
25.jp2,candida,4732,2868,4753,2887
25.jp2,candida,3518,2868,3543,2898
25.jp2,candida,2188,2867,2197,2877
25.jp2,candida,4518,2865,4595,3000
25.jp2,candida,4424,2865,4442,2884
25.jp2,candida,3615,2865,3680,2947
25.jp2,candida,2701,2865,2710,2877
25.jp2,candida,3555,2861,3602,2893
25.jp2,candida,3391,2855,3402,2868
25.jp2,candida,3360,2855,3378,2868
25.jp2,candida,3253,2855,3269,2864
25.jp2,candida,3055,2855,3087,2896
25.jp2,candida,2328,2855,2348,2895
25.jp2,candida,4672,2854,4682,2864
25.jp2,candida,3282,2849,3310,2886
25.jp2,candida,4593,2845,4603,2857
25.jp2,candida,2800,2841,2824,2860
25.jp2,candida,4674,2840,4689,2852
25.jp2,candida,3223,2838,3239,2855
25.jp2,candida,3454,2837,3482,2871
25.jp2,candida,3384,2834,3393,2849
25.jp2,candida,3785,2825,3867,2990
25.jp2,candida,3193,2824,3206,2835
25.jp2,candida,3818,2821,3847,2878
25.jp2,candida,3309,2819,3327,2848
25.jp2,candida,3418,2818,3449,2845
25.jp2,candida,4618,2814,4660,2873
25.jp2,candida,2661,2813,2670,2822
25.jp2,candida,3634,2811,3661,2844
25.jp2,candida,3404,2805,3426,2829
25.jp2,candida,1650,2805,1660,2817
25.jp2,candida,2404,2804,2423,2817
25.jp2,candida,3384,2803,3393,2815
25.jp2,candida,1921,2803,1942,2826
25.jp2,candida,4591,2802,4634,2846
25.jp2,candida,4763,2801,4866,2906
25.jp2,candida,3993,2801,4044,2899
25.jp2,candida,1897,2799,1906,2816
25.jp2,candida,2365,2797,2398,2824
25.jp2,candida,1957,2796,2015,2825
25.jp2,candida,3328,2791,3374,2857
25.jp2,candida,3853,2781,3862,2801
25.jp2,candida,4168,2778,4183,2795
25.jp2,candida,4550,2774,4567,2794
25.jp2,candida,3328,2774,3359,2817
25.jp2,candida,2323,2774,2337,2789
25.jp2,candida,3027,2773,3142,2873
25.jp2,candida,2786,2771,2829,2802
25.jp2,candida,2627,2770,2655,2795
25.jp2,candida,3155,2767,3213,2806
25.jp2,candida,4281,2765,4380,2825
25.jp2,candida,4159,2765,4178,2777
25.jp2,candida,3996,2759,4007,2781
25.jp2,candida,2936,2754,3020,2790
25.jp2,candida,1991,2752,2017,2792
25.jp2,candida,1800,2751,1811,2763
25.jp2,candida,2301,2748,2325,2776
25.jp2,candida,4574,2746,4606,2769
25.jp2,candida,3367,2741,3378,2768
25.jp2,candida,1898,2741,1986,2795
25.jp2,candida,1151,2736,1163,2752
25.jp2,candida,4097,2730,4111,2745
25.jp2,candida,4000,2727,4007,2745
25.jp2,candida,1763,2722,1804,2774
25.jp2,candida,1884,2721,1945,2739
25.jp2,candida,1642,2719,1665,2787
25.jp2,candida,4260,2718,4301,2742
25.jp2,candida,3565,2718,3612,2835
25.jp2,candida,3657,2717,3672,2729
25.jp2,candida,4085,2716,4095,2728
25.jp2,candida,1955,2714,1981,2726
25.jp2,candida,4709,2711,4798,2770
25.jp2,candida,4513,2706,4586,2826
25.jp2,candida,2330,2706,2345,2717
25.jp2,candida,2293,2704,2320,2714
25.jp2,candida,1915,2702,1934,2712
25.jp2,candida,3382,2701,3419,2748
25.jp2,candida,4855,2699,4874,2711
25.jp2,candida,1937,2698,1953,2706
25.jp2,candida,4463,2697,4540,2948
25.jp2,candida,4594,2695,4711,2796
25.jp2,candida,1963,2695,1978,2703
25.jp2,candida,1676,2695,1693,2704
25.jp2,candida,1639,2692,1655,2717
25.jp2,candida,4424,2691,4454,2743
25.jp2,candida,4397,2689,4411,2703
25.jp2,candida,2497,2689,2512,2701
25.jp2,candida,3068,2688,3151,2761
25.jp2,candida,3670,2687,3676,2701
25.jp2,candida,3175,2687,3201,2719
25.jp2,candida,2347,2685,2361,2700
25.jp2,candida,1717,2685,1733,2698
25.jp2,candida,4372,2682,4478,2915
25.jp2,candida,4554,2680,4564,2689
25.jp2,candida,4491,2680,4527,2699
25.jp2,candida,4333,2680,4366,2758
25.jp2,candida,2259,2679,2292,2696
25.jp2,candida,1665,2678,1677,2687
25.jp2,candida,2813,2676,2847,2728
25.jp2,candida,3419,2675,3438,2712
25.jp2,candida,4870,2673,4887,2694
25.jp2,candida,4521,2672,4540,2681
25.jp2,candida,2480,2672,2492,2701
25.jp2,candida,1689,2670,1731,2691
25.jp2,candida,4601,2669,4614,2683
25.jp2,candida,4486,2668,4501,2679
25.jp2,candida,2540,2666,2574,2693
25.jp2,candida,1508,2666,1546,2685
25.jp2,candida,4564,2664,4578,2676
25.jp2,candida,4445,2661,4468,2672
25.jp2,candida,4254,2659,4301,2710
25.jp2,candida,4851,2658,4864,2672
25.jp2,candida,3661,2658,3680,2687
25.jp2,candida,2354,2655,2371,2682
25.jp2,candida,973,2654,997,2677
25.jp2,candida,4527,2650,4550,2669
25.jp2,candida,2520,2650,2556,2667
25.jp2,candida,2337,2649,2348,2664
25.jp2,candida,3620,2645,3646,2657
25.jp2,candida,2362,2645,2420,2723
25.jp2,candida,3242,2644,3262,2657
25.jp2,candida,2588,2643,2597,2653
25.jp2,candida,1363,2642,1393,2653
25.jp2,candida,4253,2640,4259,2654
25.jp2,candida,4818,2638,4832,2648
25.jp2,candida,3572,2638,3616,2717
25.jp2,candida,3672,2635,3681,2648
25.jp2,candida,3202,2634,3228,2654
25.jp2,candida,3297,2631,3309,2641
25.jp2,candida,3089,2625,3100,2636
25.jp2,candida,2501,2625,2531,2646
25.jp2,candida,4722,2624,4744,2643
25.jp2,candida,3129,2624,3165,2661
25.jp2,candida,2978,2624,3007,2653
25.jp2,candida,2168,2624,2190,2634
25.jp2,candida,4638,2623,4677,2639
25.jp2,candida,3283,2622,3347,2660
25.jp2,candida,2679,2622,2701,2640
25.jp2,candida,2478,2622,2519,2655
25.jp2,candida,3611,2621,3644,2638
25.jp2,candida,2440,2620,2474,2658
25.jp2,candida,2808,2619,2817,2640
25.jp2,candida,1720,2616,1738,2627
25.jp2,candida,1307,2615,1319,2628
25.jp2,candida,3927,2614,3937,2623
25.jp2,candida,2357,2612,2405,2644
25.jp2,candida,4697,2608,4719,2623
25.jp2,candida,3652,2607,3674,2655
25.jp2,candida,1822,2606,1836,2619
25.jp2,candida,3443,2605,3464,2670
25.jp2,candida,2988,2605,3015,2631
25.jp2,candida,1382,2602,1395,2612
25.jp2,candida,3281,2601,3301,2618
25.jp2,candida,2686,2600,2714,2623
25.jp2,candida,2181,2600,2193,2609
25.jp2,candida,1031,2600,1053,2622
25.jp2,candida,3982,2599,3994,2614
25.jp2,candida,2405,2599,2418,2611
25.jp2,candida,4580,2598,4671,2657
25.jp2,candida,4726,2597,4749,2608
25.jp2,candida,3068,2597,3084,2605
25.jp2,candida,2155,2597,2170,2608
25.jp2,candida,3151,2595,3163,2616
25.jp2,candida,4789,2592,4905,2628
25.jp2,candida,4757,2589,4785,2604
25.jp2,candida,3936,2589,3947,2599
25.jp2,candida,3416,2589,3434,2648
25.jp2,candida,2203,2586,2225,2606
25.jp2,candida,1932,2581,2043,2607
25.jp2,candida,1826,2580,1877,2602
25.jp2,candida,3153,2579,3164,2593
25.jp2,candida,1680,2579,1690,2593
25.jp2,candida,3242,2578,3287,2610
25.jp2,candida,1346,2578,1359,2594
25.jp2,candida,2923,2576,2948,2585
25.jp2,candida,2824,2573,2837,2630
25.jp2,candida,3096,2572,3131,2615
25.jp2,candida,2430,2572,2441,2586
25.jp2,candida,1550,2571,1564,2599
25.jp2,candida,3080,2570,3092,2580
25.jp2,candida,4468,2565,4521,2645
25.jp2,candida,4342,2563,4357,2598
25.jp2,candida,4679,2561,4908,2611
25.jp2,candida,4093,2560,4105,2568
25.jp2,candida,3565,2559,3605,2629
25.jp2,candida,1926,2559,1947,2569
25.jp2,candida,4639,2555,4666,2580
25.jp2,candida,3961,2554,3983,2588
25.jp2,candida,1744,2553,1755,2563
25.jp2,candida,3294,2552,3324,2594
25.jp2,candida,1520,2549,1606,2689
25.jp2,candida,3462,2548,3475,2599
25.jp2,candida,3117,2548,3127,2559
25.jp2,candida,2497,2547,2519,2562
25.jp2,candida,3641,2545,3665,2604
25.jp2,candida,2301,2541,2332,2557
25.jp2,candida,4869,2540,4908,2578
25.jp2,candida,3152,2540,3168,2567
25.jp2,candida,1833,2540,1848,2555
25.jp2,candida,1055,2536,1090,2551
25.jp2,candida,3327,2535,3342,2551
25.jp2,candida,3366,2534,3403,2560
25.jp2,candida,3431,2531,3449,2587
25.jp2,candida,3504,2525,3516,2536
25.jp2,candida,4375,2523,4387,2564
25.jp2,candida,2775,2523,2804,2544
25.jp2,candida,1611,2523,1633,2554
25.jp2,candida,4743,2520,4754,2529
25.jp2,candida,4594,2518,4637,2554
25.jp2,candida,2817,2516,2869,2561
25.jp2,candida,1776,2515,1804,2528
25.jp2,candida,3114,2514,3128,2535
25.jp2,candida,4107,2512,4140,2551
25.jp2,candida,1700,2512,1727,2550
25.jp2,candida,2791,2511,2806,2524
25.jp2,candida,2686,2510,2698,2521
25.jp2,candida,2612,2506,2636,2517
25.jp2,candida,3359,2505,3370,2517
25.jp2,candida,2571,2505,2587,2520
25.jp2,candida,4679,2502,4693,2520
25.jp2,candida,4233,2499,4417,2670
25.jp2,candida,3447,2499,3455,2518
25.jp2,candida,3408,2497,3424,2528
25.jp2,candida,1450,2495,1495,2514
25.jp2,candida,4532,2490,4542,2498
25.jp2,candida,3470,2489,3486,2527
25.jp2,candida,818,2488,833,2501
25.jp2,candida,4553,2486,4592,2515
25.jp2,candida,3427,2486,3440,2494
25.jp2,candida,3148,2480,3166,2527
25.jp2,candida,1629,2479,1646,2497
25.jp2,candida,4650,2475,4663,2483
25.jp2,candida,4398,2471,4450,2655
25.jp2,candida,3006,2471,3019,2480
25.jp2,candida,4235,2470,4265,2494
25.jp2,candida,1420,2463,1535,2528
25.jp2,candida,4069,2461,4085,2481
25.jp2,candida,2824,2455,2829,2473
25.jp2,candida,4574,2452,4703,2567
25.jp2,candida,3558,2446,3581,2475
25.jp2,candida,3216,2440,3242,2462
25.jp2,candida,3119,2440,3143,2473
25.jp2,candida,4731,2439,4775,2463
25.jp2,candida,3452,2439,3464,2467
25.jp2,candida,3150,2439,3179,2472
25.jp2,candida,2442,2435,2598,2587
25.jp2,candida,1399,2435,1447,2465
25.jp2,candida,1287,2434,1364,2446
25.jp2,candida,3623,2433,3632,2442
25.jp2,candida,2915,2431,2953,2452
25.jp2,candida,4364,2427,4394,2493
25.jp2,candida,2949,2426,2989,2454
25.jp2,candida,4520,2425,4569,2477
25.jp2,candida,3563,2424,3592,2458
25.jp2,candida,2842,2422,2862,2434
25.jp2,candida,4564,2420,4651,2458
25.jp2,candida,1450,2420,1464,2434
25.jp2,candida,1107,2420,1130,2429
25.jp2,candida,4792,2419,4862,2536
25.jp2,candida,1736,2419,1747,2438
25.jp2,candida,1083,2416,1097,2428
25.jp2,candida,2823,2413,2836,2454
25.jp2,candida,1263,2413,1284,2423
25.jp2,candida,4359,2410,4374,2424
25.jp2,candida,4191,2410,4211,2419
25.jp2,candida,1386,2410,1401,2441
25.jp2,candida,1609,2409,1643,2429
25.jp2,candida,1216,2409,1232,2434
25.jp2,candida,1883,2403,1912,2430
25.jp2,candida,4550,2401,4642,2433
25.jp2,candida,3477,2400,3491,2448
25.jp2,candida,4721,2397,4732,2410
25.jp2,candida,1651,2396,1671,2409
25.jp2,candida,2859,2395,2933,2432
25.jp2,candida,1283,2395,1297,2401
25.jp2,candida,3694,2393,3714,2417
25.jp2,candida,1799,2391,1826,2402
25.jp2,candida,1559,2391,1590,2450
25.jp2,candida,1108,2385,1119,2395
25.jp2,candida,4223,2383,4262,2471
25.jp2,candida,3154,2381,3168,2394
25.jp2,candida,2828,2379,2837,2407
25.jp2,candida,1722,2378,1738,2390
25.jp2,candida,980,2377,992,2385
25.jp2,candida,1589,2374,1608,2391
25.jp2,candida,1744,2372,1761,2382
25.jp2,candida,2165,2371,2176,2381
25.jp2,candida,4168,2368,4178,2391
25.jp2,candida,3348,2367,3397,2489
25.jp2,candida,1609,2364,1653,2376
25.jp2,candida,2885,2363,2893,2377
25.jp2,candida,4299,2360,4379,2387
25.jp2,candida,1304,2359,1374,2405
25.jp2,candida,1792,2358,1804,2382
25.jp2,candida,1677,2353,1738,2373
25.jp2,candida,3462,2350,3494,2381
25.jp2,candida,2834,2341,2843,2351
25.jp2,candida,2944,2335,2955,2346
25.jp2,candida,4511,2334,4535,2377
25.jp2,candida,3193,2333,3227,2384
25.jp2,candida,1814,2330,1838,2338
25.jp2,candida,1114,2327,1126,2336
25.jp2,candida,4228,2324,4278,2382
25.jp2,candida,2833,2320,2841,2332
25.jp2,candida,2807,2320,2823,2329
25.jp2,candida,2767,2317,2782,2333
25.jp2,candida,3090,2314,3110,2342
25.jp2,candida,4845,2312,4899,2365
25.jp2,candida,4463,2310,4500,2377
25.jp2,candida,3214,2310,3228,2328
25.jp2,candida,2873,2309,2891,2339
25.jp2,candida,1129,2309,1138,2320
25.jp2,candida,4548,2305,4565,2321
25.jp2,candida,4192,2302,4223,2326
25.jp2,candida,2648,2300,2661,2321
25.jp2,candida,3230,2296,3240,2307
25.jp2,candida,1934,2293,1963,2307
25.jp2,candida,4241,2282,4267,2307
25.jp2,candida,1821,2279,1928,2361
25.jp2,candida,4890,2273,4908,2311
25.jp2,candida,2852,2272,2862,2295
25.jp2,candida,1039,2271,1049,2284
25.jp2,candida,1128,2265,1148,2277
25.jp2,candida,4278,2257,4352,2306
25.jp2,candida,4849,2249,4873,2289
25.jp2,candida,4417,2247,4468,2306
25.jp2,candida,1042,2244,1052,2255
25.jp2,candida,4523,2241,4569,2296
25.jp2,candida,4822,2240,4848,2283
25.jp2,candida,4436,2225,4493,2285
25.jp2,candida,3877,2215,3906,2246
25.jp2,candida,3864,2215,3876,2229
25.jp2,candida,2610,2212,2693,2301
25.jp2,candida,2288,2206,2299,2219
25.jp2,candida,4774,2205,4796,2227
25.jp2,candida,4682,2203,4715,2225
25.jp2,candida,4342,2203,4405,2246
25.jp2,candida,3879,2198,3891,2213
25.jp2,candida,4878,2194,4899,2229
25.jp2,candida,4442,2193,4491,2242
25.jp2,candida,4526,2190,4555,2200
25.jp2,candida,4321,2189,4338,2197
25.jp2,candida,3011,2189,3028,2209
25.jp2,candida,4498,2185,4523,2197
25.jp2,candida,2913,2185,2928,2193
25.jp2,candida,2142,2179,2209,2204
25.jp2,candida,2643,2176,2652,2200
25.jp2,candida,4830,2173,4865,2213
25.jp2,candida,4462,2172,4479,2184
25.jp2,candida,3980,2171,3993,2180
25.jp2,candida,4003,2166,4019,2174
25.jp2,candida,4397,2165,4447,2191
25.jp2,candida,2264,2165,2276,2178
25.jp2,candida,4276,2163,4308,2176
25.jp2,candida,2166,2161,2186,2172
25.jp2,candida,4067,2159,4281,2187
25.jp2,candida,2111,2157,2128,2168
25.jp2,candida,3098,2154,3127,2178
25.jp2,candida,4328,2150,4391,2187
25.jp2,candida,2389,2149,2418,2174
25.jp2,candida,4315,2147,4338,2163
25.jp2,candida,2510,2147,2525,2161
25.jp2,candida,4657,2145,4667,2154
25.jp2,candida,4119,2144,4271,2166
25.jp2,candida,3986,2139,4003,2153
25.jp2,candida,4046,2138,4068,2155
25.jp2,candida,4699,2137,4806,2203
25.jp2,candida,4697,2137,4711,2145
25.jp2,candida,4632,2137,4643,2148
25.jp2,candida,2533,2132,2545,2143
25.jp2,candida,2705,2115,2721,2187
25.jp2,candida,2109,2109,2139,2137
25.jp2,candida,4761,2107,4867,2156
25.jp2,candida,2072,2106,2102,2130
25.jp2,candida,2710,2095,2727,2107
25.jp2,candida,4849,2090,4878,2108
25.jp2,candida,4574,2086,4589,2095
25.jp2,candida,4505,2077,4621,2136
25.jp2,candida,4873,2073,4908,2114
25.jp2,candida,4548,2072,4564,2083
25.jp2,candida,4298,2065,4324,2138
25.jp2,candida,2089,2061,2099,2097
25.jp2,candida,4706,2057,4788,2118
25.jp2,candida,2265,2057,2280,2067
25.jp2,candida,4831,2050,4871,2085
25.jp2,candida,2257,2042,2273,2057
25.jp2,candida,4501,2038,4511,2047
25.jp2,candida,4657,2037,4684,2052
25.jp2,candida,3463,2035,3490,2056
25.jp2,candida,4560,2033,4624,2075
25.jp2,candida,3058,2032,3123,2145
25.jp2,candida,4797,2029,4821,2059
25.jp2,candida,2514,2025,2523,2036
25.jp2,candida,4732,2019,4776,2052
25.jp2,candida,4863,2008,4885,2032
25.jp2,candida,4440,2004,4480,2063
25.jp2,candida,2258,1999,2277,2030
25.jp2,candida,4698,1998,4717,2011
25.jp2,candida,4315,1993,4344,2091
25.jp2,candida,4714,1984,4799,2033
25.jp2,candida,2440,1983,2449,2004
25.jp2,candida,2742,1979,2761,1990
25.jp2,candida,4537,1977,4551,1988
25.jp2,candida,2647,1976,2669,1989
25.jp2,candida,4824,1975,4863,2021
25.jp2,candida,2221,1970,2230,1982
25.jp2,candida,4356,1969,4391,1988
25.jp2,candida,4822,1967,4833,1981
25.jp2,candida,4311,1962,4322,1987
25.jp2,candida,4575,1959,4631,1977
25.jp2,candida,4639,1957,4695,1997
25.jp2,candida,4897,1955,4908,1976
25.jp2,candida,4392,1953,4418,1976
25.jp2,candida,2004,1946,2044,1993
25.jp2,candida,4537,1939,4567,1958
25.jp2,candida,2207,1932,2214,1950
25.jp2,candida,4361,1928,4388,1941
25.jp2,candida,4895,1920,4908,1952
25.jp2,candida,4432,1919,4531,1981
25.jp2,candida,4896,1902,4908,1919
25.jp2,candida,2557,1901,2581,1923
25.jp2,candida,4787,1898,4849,1940
25.jp2,candida,4286,1895,4321,1928
25.jp2,candida,2210,1881,2241,1958
25.jp2,candida,2516,1879,2554,1973
25.jp2,candida,4681,1870,4693,1884
25.jp2,candida,4299,1870,4317,1891
25.jp2,candida,2187,1868,2205,1918
25.jp2,candida,4404,1867,4449,1915
25.jp2,candida,2562,1866,2572,1879
25.jp2,candida,2204,1862,2218,1879
25.jp2,candida,4180,1857,4195,1877
25.jp2,candida,4161,1857,4172,1871
25.jp2,candida,4772,1855,4818,1884
25.jp2,candida,4697,1854,4725,1883
25.jp2,candida,4570,1846,4634,1883
25.jp2,candida,4640,1842,4684,1888
25.jp2,candida,4318,1838,4336,1849
25.jp2,candida,4728,1835,4758,1872
25.jp2,candida,4171,1832,4185,1848
25.jp2,candida,4235,1829,4264,1862
25.jp2,candida,2572,1827,2608,1874
25.jp2,candida,4328,1822,4341,1832
25.jp2,candida,4667,1821,4677,1831
25.jp2,candida,4348,1821,4359,1830
25.jp2,candida,4079,1819,4101,1845
25.jp2,candida,4753,1815,4774,1841
25.jp2,candida,4353,1815,4662,1964
25.jp2,candida,2534,1815,2549,1827
25.jp2,candida,4499,1814,4539,1838
25.jp2,candida,4213,1798,4230,1818
25.jp2,candida,4198,1792,4206,1804
25.jp2,candida,4690,1791,4703,1808
25.jp2,candida,4316,1789,4331,1807
25.jp2,candida,4802,1787,4839,1800
25.jp2,candida,4890,1783,4908,1810
25.jp2,candida,4707,1781,4724,1798
25.jp2,candida,4754,1780,4768,1807
25.jp2,candida,3919,1778,3967,1801
25.jp2,candida,4851,1776,4870,1792
25.jp2,candida,4680,1770,4692,1783
25.jp2,candida,3867,1764,3910,1796
25.jp2,candida,4265,1763,4306,1791
25.jp2,candida,4319,1755,4334,1770
25.jp2,candida,2585,1751,2600,1783
25.jp2,candida,1721,1749,1738,1761
25.jp2,candida,1686,1745,1699,1754
25.jp2,candida,3469,1743,3491,1761
25.jp2,candida,1664,1741,1678,1749
25.jp2,candida,1709,1734,1719,1745
25.jp2,candida,4272,1733,4287,1745
25.jp2,candida,4853,1729,4896,1758
25.jp2,candida,2638,1715,2664,1743
25.jp2,candida,2684,1706,2721,1773
25.jp2,candida,4238,1702,4245,1723
25.jp2,candida,2629,1696,2644,1710
25.jp2,candida,4345,1694,4490,1829
25.jp2,candida,4838,1690,4850,1702
25.jp2,candida,4731,1687,4767,1723
25.jp2,candida,2709,1684,2723,1695
25.jp2,candida,823,1684,833,1695
25.jp2,candida,809,1681,818,1696
25.jp2,candida,2656,1679,2673,1690
25.jp2,candida,4316,1677,4342,1695
25.jp2,candida,3457,1674,3601,1803
25.jp2,candida,4242,1666,4251,1677
25.jp2,candida,4261,1665,4271,1686
25.jp2,candida,3382,1663,3418,1703
25.jp2,candida,2523,1659,2579,1742
25.jp2,candida,2704,1654,2718,1668
25.jp2,candida,2681,1653,2692,1686
25.jp2,candida,2756,1645,2771,1658
25.jp2,candida,3313,1644,3331,1652
25.jp2,candida,4136,1639,4246,1790
25.jp2,candida,3400,1639,3422,1664
25.jp2,candida,3068,1636,3080,1645
25.jp2,candida,4339,1623,4352,1662
25.jp2,candida,3357,1616,3371,1626
25.jp2,candida,3225,1615,3247,1630
